Time,Colour_p4_01,Colour_p4_02,Colour_p4_03
2.230,6.000,6.000,6.000,
2.240,6.000,6.000,6.000,
2.250,6.000,6.000,6.000,
2.260,6.000,6.000,6.000,
2.270,6.000,6.000,6.000,
2.280,6.000,6.000,6.000,
2.290,6.000,6.000,6.000,
2.300,6.000,6.000,6.000,
2.310,6.000,6.000,6.000,
2.320,6.000,6.000,6.000,
2.330,6.000,6.000,6.000,
2.340,6.000,6.000,6.000,
2.350,6.000,6.000,2.000,
2.360,6.000,6.000,2.000,
2.370,6.000,6.000,2.000,
2.380,6.000,6.000,2.000,
2.390,6.000,6.000,2.000,
2.400,6.000,6.000,2.000,
2.410,6.000,6.000,2.000,
2.420,6.000,6.000,2.000,
2.430,6.000,6.000,2.000,
2.440,6.000,6.000,2.000,
2.450,6.000,4.000,2.000,
2.460,6.000,1.000,2.000,
2.470,6.000,1.000,2.000,
2.480,6.000,1.000,2.000,
2.490,4.000,1.000,2.000,
2.500,4.000,1.000,2.000,
2.510,4.000,1.000,2.000,
2.520,4.000,1.000,2.000,
2.530,4.000,1.000,2.000,
2.540,4.000,1.000,2.000,
2.550,4.000,1.000,2.000,
2.560,2.000,1.000,2.000,
2.570,4.000,1.000,2.000,
2.580,4.000,1.000,2.000,
2.590,4.000,1.000,2.000,
2.600,4.000,1.000,2.000,
2.610,4.000,1.000,2.000,
2.620,4.000,1.000,2.000,
2.630,4.000,1.000,2.000,
2.640,4.000,1.000,2.000,
2.650,4.000,1.000,2.000,
2.660,4.000,1.000,2.000,
2.670,4.000,1.000,2.000,
2.680,4.000,1.000,2.000,
2.690,6.000,5.000,5.000,
2.700,6.000,5.000,1.000,
2.710,6.000,1.000,0.000,
2.720,6.000,0.000,0.000,
2.730,6.000,1.000,0.000,
2.740,6.000,1.000,1.000,
2.750,1.000,1.000,0.000,
2.760,1.000,5.000,1.000,
2.770,1.000,1.000,0.000,
2.780,1.000,0.000,1.000,
2.790,1.000,0.000,1.000,
2.800,1.000,0.000,0.000,
2.810,1.000,0.000,1.000,
2.820,5.000,1.000,0.000,
2.830,0.000,1.000,1.000,
2.840,0.000,1.000,1.000,
2.850,0.000,0.000,1.000,
2.860,5.000,0.000,0.000,
2.870,0.000,0.000,0.000,
2.880,0.000,1.000,0.000,
2.890,0.000,0.000,0.000,
2.900,0.000,1.000,1.000,
2.910,1.000,0.000,1.000,
2.920,5.000,1.000,1.000,
2.930,0.000,0.000,0.000,
2.940,5.000,0.000,0.000,
2.950,1.000,1.000,0.000,
2.960,0.000,1.000,0.000,
2.970,1.000,5.000,1.000,
2.980,0.000,0.000,0.000,
2.990,0.000,0.000,1.000,
3.000,1.000,0.000,0.000,
3.010,5.000,0.000,0.000,
3.020,0.000,1.000,0.000,
3.030,1.000,5.000,0.000,
3.040,1.000,0.000,1.000,
3.050,5.000,1.000,0.000,
3.060,0.000,1.000,0.000,
3.070,1.000,1.000,0.000,
3.080,0.000,5.000,0.000,
3.090,1.000,5.000,0.000,
3.100,5.000,0.000,0.000,
3.110,1.000,1.000,0.000,
3.120,1.000,1.000,1.000,
3.130,0.000,1.000,1.000,
3.140,0.000,1.000,0.000,
3.150,1.000,5.000,1.000,
3.160,1.000,0.000,1.000,
3.170,1.000,0.000,1.000,
3.180,0.000,0.000,0.000,
3.190,0.000,1.000,1.000,
3.200,1.000,1.000,1.000,
3.210,0.000,0.000,0.000,
3.220,1.000,0.000,0.000,
3.230,1.000,1.000,0.000,
3.240,1.000,1.000,1.000,
3.250,1.000,0.000,0.000,
3.260,1.000,1.000,0.000,
3.270,1.000,5.000,0.000,
3.280,5.000,0.000,1.000,
3.290,5.000,0.000,1.000,
3.300,5.000,1.000,0.000,
3.310,5.000,1.000,1.000,
3.320,5.000,0.000,0.000,
3.330,5.000,1.000,0.000,
3.340,5.000,0.000,1.000,
3.350,0.000,0.000,1.000,
3.360,0.000,1.000,0.000,
3.370,1.000,0.000,0.000,
3.380,1.000,0.000,1.000,
3.390,1.000,0.000,0.000,
3.400,1.000,5.000,1.000,
3.410,1.000,5.000,1.000,
3.420,0.000,1.000,1.000,
3.430,5.000,1.000,1.000,
3.440,5.000,0.000,0.000,
3.450,1.000,1.000,1.000,
3.460,1.000,0.000,0.000,
3.470,1.000,1.000,1.000,
3.480,1.000,1.000,1.000,
3.490,1.000,0.000,1.000,
3.500,0.000,1.000,0.000,
3.510,0.000,1.000,0.000,
3.520,1.000,1.000,1.000,
3.530,0.000,5.000,1.000,
3.540,0.000,1.000,1.000,
3.550,0.000,5.000,1.000,
3.560,1.000,0.000,0.000,
3.570,0.000,0.000,0.000,
3.580,0.000,1.000,1.000,
3.590,0.000,0.000,1.000,
3.600,0.000,0.000,1.000,
3.610,0.000,5.000,1.000,
3.620,1.000,5.000,1.000,
3.630,0.000,0.000,1.000,
3.640,0.000,1.000,1.000,
3.650,0.000,5.000,1.000,
3.660,1.000,1.000,1.000,
3.670,0.000,1.000,1.000,
3.680,1.000,1.000,0.000,
3.690,1.000,1.000,0.000,
3.700,0.000,1.000,0.000,
3.710,0.000,1.000,0.000,
3.720,0.000,1.000,0.000,
3.730,0.000,0.000,1.000,
3.740,1.000,1.000,0.000,
3.750,0.000,0.000,1.000,
3.760,0.000,0.000,1.000,
3.770,0.000,0.000,1.000,
3.780,1.000,0.000,1.000,
3.790,0.000,1.000,1.000,
3.800,0.000,1.000,1.000,
3.810,1.000,1.000,1.000,
3.820,5.000,0.000,1.000,
3.830,0.000,5.000,1.000,
3.840,1.000,0.000,1.000,
3.850,1.000,1.000,0.000,
3.860,0.000,0.000,0.000,
3.870,5.000,0.000,0.000,
3.880,5.000,0.000,0.000,
3.890,5.000,0.000,0.000,
3.900,0.000,1.000,1.000,
3.910,0.000,1.000,0.000,
3.920,1.000,1.000,1.000,
3.930,1.000,1.000,1.000,
3.940,0.000,0.000,0.000,
3.950,0.000,0.000,0.000,
3.960,1.000,0.000,1.000,
3.970,0.000,0.000,0.000,
3.980,5.000,0.000,0.000,
3.990,1.000,1.000,0.000,
4.000,1.000,-,1.000,
4.010,1.000,-,1.000,
4.020,1.000,-,0.000,
4.030,5.000,-,0.000,
4.040,0.000,-,0.000,
4.050,0.000,-,0.000,
4.060,0.000,-,1.000,
4.070,0.000,-,0.000,
4.080,5.000,-,0.000,
4.090,5.000,-,1.000,
4.100,1.000,-,1.000,
4.110,0.000,-,1.000,
4.120,1.000,-,0.000,
4.130,0.000,-,0.000,
4.140,0.000,-,0.000,
4.150,1.000,-,1.000,
4.160,1.000,-,1.000,
4.170,0.000,-,0.000,
4.180,1.000,-,1.000,
4.190,0.000,-,0.000,
4.200,5.000,-,1.000,
4.210,5.000,-,1.000,
4.220,0.000,-,0.000,
4.230,1.000,-,0.000,
4.240,0.000,-,0.000,
4.250,0.000,-,0.000,
4.260,1.000,-,0.000,
4.270,1.000,-,1.000,
4.280,0.000,-,1.000,
4.290,0.000,-,1.000,
4.300,0.000,-,1.000,
4.310,0.000,-,0.000,
4.320,0.000,-,0.000,
4.330,5.000,-,1.000,
4.340,0.000,-,0.000,
4.350,1.000,-,0.000,
4.360,1.000,-,0.000,
4.370,5.000,-,1.000,
4.380,0.000,-,0.000,
4.390,0.000,-,0.000,
4.400,1.000,-,1.000,
4.410,1.000,-,1.000,
