Time,Colour_p4_01,Colour_p4_02,Colour_p4_03
8.200,6.000,6.000,6.000,
8.210,6.000,6.000,6.000,
8.220,6.000,6.000,6.000,
8.230,6.000,6.000,6.000,
8.240,6.000,6.000,6.000,
8.250,6.000,6.000,6.000,
8.260,6.000,6.000,6.000,
8.270,6.000,6.000,6.000,
8.280,6.000,6.000,6.000,
8.290,6.000,6.000,6.000,
8.300,6.000,6.000,6.000,
8.310,6.000,6.000,6.000,
8.320,6.000,6.000,6.000,
8.330,6.000,6.000,6.000,
8.340,6.000,6.000,6.000,
8.350,6.000,6.000,6.000,
8.360,6.000,6.000,6.000,
8.370,6.000,6.000,6.000,
8.380,6.000,6.000,6.000,
8.390,6.000,6.000,6.000,
8.400,6.000,6.000,6.000,
8.410,6.000,6.000,6.000,
8.420,6.000,6.000,6.000,
8.430,6.000,6.000,6.000,
8.440,6.000,6.000,6.000,
8.450,6.000,6.000,6.000,
8.460,6.000,6.000,6.000,
8.470,6.000,6.000,6.000,
8.480,6.000,6.000,6.000,
8.490,6.000,6.000,6.000,
8.500,6.000,6.000,6.000,
8.510,6.000,6.000,6.000,
8.520,6.000,6.000,6.000,
8.530,6.000,6.000,6.000,
8.540,6.000,6.000,6.000,
8.550,6.000,6.000,6.000,
8.560,6.000,6.000,6.000,
8.570,6.000,6.000,6.000,
8.580,6.000,6.000,6.000,
8.590,6.000,6.000,6.000,
8.600,6.000,6.000,6.000,
8.610,6.000,6.000,6.000,
8.620,6.000,6.000,6.000,
8.630,6.000,6.000,6.000,
8.640,6.000,6.000,6.000,
8.650,6.000,6.000,6.000,
8.660,6.000,6.000,6.000,
8.670,6.000,6.000,6.000,
8.680,6.000,6.000,6.000,
8.690,6.000,6.000,6.000,
8.700,6.000,6.000,6.000,
8.710,6.000,6.000,6.000,
8.720,6.000,6.000,6.000,
8.730,6.000,6.000,6.000,
8.740,6.000,6.000,6.000,
8.750,6.000,6.000,6.000,
8.760,6.000,6.000,6.000,
8.770,6.000,6.000,6.000,
8.780,6.000,6.000,6.000,
8.790,6.000,6.000,6.000,
8.800,6.000,6.000,6.000,
8.810,6.000,6.000,6.000,
8.820,6.000,6.000,6.000,
8.830,6.000,6.000,6.000,
8.840,6.000,6.000,6.000,
8.850,6.000,6.000,6.000,
8.860,6.000,6.000,6.000,
8.870,6.000,6.000,6.000,
8.880,6.000,6.000,6.000,
8.890,6.000,6.000,6.000,
8.900,6.000,6.000,6.000,
8.910,6.000,6.000,6.000,
8.920,1.000,6.000,6.000,
8.930,1.000,6.000,6.000,
8.940,1.000,6.000,6.000,
8.950,1.000,6.000,6.000,
8.960,1.000,6.000,6.000,
8.970,5.000,6.000,6.000,
8.980,5.000,6.000,6.000,
8.990,5.000,6.000,6.000,
9.000,5.000,6.000,6.000,
9.010,1.000,6.000,6.000,
9.020,1.000,6.000,6.000,
9.030,1.000,2.000,6.000,
9.040,1.000,1.000,6.000,
9.050,1.000,1.000,6.000,
9.060,5.000,1.000,6.000,
9.070,5.000,1.000,6.000,
9.080,5.000,1.000,6.000,
9.090,5.000,5.000,6.000,
9.100,1.000,5.000,6.000,
9.110,5.000,1.000,6.000,
9.120,5.000,1.000,6.000,
9.130,1.000,1.000,6.000,
9.140,1.000,1.000,6.000,
9.150,5.000,1.000,6.000,
9.160,1.000,5.000,6.000,
9.170,1.000,1.000,6.000,
9.180,5.000,5.000,6.000,
9.190,5.000,1.000,6.000,
9.200,5.000,1.000,6.000,
9.210,5.000,5.000,6.000,
9.220,1.000,1.000,6.000,
9.230,5.000,1.000,6.000,
9.240,5.000,1.000,6.000,
9.250,5.000,5.000,6.000,
9.260,5.000,1.000,6.000,
9.270,5.000,1.000,6.000,
9.280,5.000,1.000,6.000,
9.290,1.000,5.000,6.000,
9.300,5.000,5.000,6.000,
9.310,1.000,5.000,6.000,
9.320,5.000,5.000,6.000,
9.330,1.000,1.000,6.000,
9.340,1.000,1.000,6.000,
9.350,5.000,5.000,6.000,
9.360,5.000,1.000,6.000,
9.370,5.000,5.000,6.000,
9.380,1.000,5.000,6.000,
9.390,5.000,5.000,6.000,
9.400,5.000,1.000,6.000,
9.410,5.000,1.000,6.000,
9.420,1.000,1.000,6.000,
9.430,1.000,1.000,6.000,
9.440,5.000,1.000,6.000,
9.450,1.000,1.000,6.000,
9.460,1.000,5.000,6.000,
9.470,5.000,5.000,6.000,
9.480,5.000,1.000,6.000,
9.490,1.000,5.000,6.000,
9.500,1.000,5.000,6.000,
9.510,5.000,1.000,6.000,
9.520,1.000,5.000,6.000,
9.530,1.000,5.000,6.000,
9.540,5.000,1.000,6.000,
9.550,5.000,1.000,6.000,
9.560,5.000,5.000,6.000,
9.570,5.000,5.000,6.000,
9.580,1.000,5.000,6.000,
9.590,1.000,5.000,6.000,
9.600,1.000,5.000,6.000,
9.610,5.000,1.000,6.000,
9.620,5.000,1.000,6.000,
9.630,1.000,1.000,6.000,
9.640,1.000,1.000,6.000,
9.650,1.000,1.000,6.000,
9.660,1.000,5.000,6.000,
9.670,1.000,1.000,6.000,
9.680,1.000,5.000,6.000,
9.690,1.000,1.000,6.000,
9.700,1.000,1.000,6.000,
9.710,1.000,1.000,6.000,
9.720,5.000,1.000,6.000,
9.730,5.000,5.000,6.000,
9.740,5.000,5.000,6.000,
9.750,5.000,5.000,6.000,
9.760,1.000,5.000,6.000,
9.770,5.000,5.000,6.000,
9.780,5.000,1.000,6.000,
9.790,1.000,1.000,6.000,
9.800,1.000,5.000,6.000,
9.810,1.000,5.000,6.000,
9.820,5.000,1.000,6.000,
9.830,1.000,1.000,6.000,
9.840,1.000,1.000,6.000,
9.850,1.000,1.000,6.000,
9.860,5.000,1.000,6.000,
9.870,5.000,1.000,6.000,
9.880,1.000,1.000,6.000,
9.890,5.000,1.000,6.000,
9.900,5.000,1.000,6.000,
9.910,5.000,1.000,6.000,
9.920,5.000,5.000,6.000,
9.930,5.000,5.000,6.000,
9.940,5.000,1.000,6.000,
9.950,5.000,5.000,6.000,
9.960,1.000,1.000,6.000,
9.970,5.000,5.000,6.000,
9.980,5.000,1.000,6.000,
9.990,1.000,5.000,6.000,
10.000,1.000,1.000,6.000,
10.010,5.000,1.000,6.000,
10.020,5.000,1.000,6.000,
10.030,1.000,5.000,6.000,
10.040,5.000,5.000,6.000,
10.050,5.000,5.000,6.000,
10.060,1.000,5.000,6.000,
10.070,1.000,1.000,6.000,
10.080,5.000,5.000,6.000,
10.090,5.000,5.000,6.000,
10.100,1.000,1.000,6.000,
10.110,1.000,1.000,6.000,
10.120,1.000,5.000,6.000,
10.130,1.000,5.000,6.000,
10.140,1.000,5.000,6.000,
10.150,5.000,5.000,6.000,
10.160,1.000,5.000,6.000,
10.170,1.000,5.000,6.000,
10.180,5.000,5.000,6.000,
10.190,1.000,5.000,6.000,
10.200,5.000,1.000,6.000,
10.210,5.000,1.000,6.000,
10.220,5.000,1.000,6.000,
10.230,5.000,5.000,6.000,
10.240,1.000,5.000,6.000,
10.250,1.000,1.000,6.000,
10.260,1.000,5.000,6.000,
10.270,1.000,5.000,6.000,
10.280,1.000,5.000,6.000,
10.290,1.000,5.000,6.000,
10.300,5.000,1.000,6.000,
10.310,5.000,5.000,6.000,
10.320,5.000,1.000,6.000,
10.330,5.000,1.000,6.000,
10.340,1.000,1.000,6.000,
10.350,1.000,1.000,6.000,
10.360,1.000,1.000,6.000,
10.370,1.000,5.000,6.000,
10.380,5.000,1.000,6.000,
10.390,1.000,1.000,6.000,
10.400,5.000,5.000,6.000,
10.410,5.000,1.000,6.000,
10.420,1.000,5.000,6.000,
10.430,5.000,5.000,6.000,
10.440,1.000,1.000,6.000,
10.450,1.000,1.000,6.000,
10.460,5.000,5.000,6.000,
10.470,5.000,1.000,6.000,
10.480,5.000,1.000,6.000,
10.490,5.000,5.000,6.000,
10.500,1.000,5.000,6.000,
10.510,5.000,1.000,6.000,
10.520,5.000,1.000,6.000,
10.530,1.000,1.000,6.000,
10.540,1.000,1.000,6.000,
10.550,1.000,1.000,6.000,
10.560,1.000,1.000,6.000,
10.570,1.000,5.000,6.000,
10.580,5.000,1.000,6.000,
10.590,5.000,5.000,6.000,
10.600,5.000,5.000,6.000,
10.610,5.000,5.000,6.000,
10.620,5.000,5.000,6.000,
10.630,5.000,5.000,6.000,
10.640,5.000,5.000,6.000,
10.650,5.000,5.000,6.000,
10.660,5.000,1.000,6.000,
10.670,5.000,5.000,6.000,
10.680,1.000,5.000,6.000,
10.690,1.000,5.000,6.000,
10.700,1.000,1.000,6.000,
10.710,5.000,1.000,6.000,
10.720,5.000,5.000,6.000,
10.730,5.000,1.000,6.000,
10.740,5.000,1.000,6.000,
10.750,5.000,1.000,6.000,
10.760,5.000,1.000,6.000,
10.770,5.000,5.000,6.000,
10.780,-,5.000,6.000,
10.790,-,1.000,6.000,
10.800,-,1.000,6.000,
10.810,-,-,6.000,
10.820,-,-,6.000,
10.830,-,-,6.000,
10.840,-,-,6.000,
10.850,-,-,6.000,
10.860,-,-,6.000,
10.870,-,-,6.000,
10.880,-,-,6.000,
10.890,-,-,6.000,
10.900,-,-,6.000,
10.910,-,-,6.000,
10.920,-,-,6.000,
10.930,-,-,6.000,
10.940,-,-,6.000,
10.950,-,-,6.000,
10.960,-,-,6.000,
10.970,-,-,6.000,
10.980,-,-,6.000,
10.990,-,-,6.000,
11.000,-,-,6.000,
11.010,-,-,6.000,
11.020,-,-,6.000,
11.030,-,-,6.000,
11.040,-,-,6.000,
11.050,-,-,6.000,
11.060,-,-,6.000,
11.070,-,-,6.000,
11.080,-,-,6.000,
11.090,-,-,6.000,
11.100,-,-,6.000,
11.110,-,-,6.000,
11.120,-,-,6.000,
11.130,-,-,6.000,
11.140,-,-,6.000,
11.150,-,-,6.000,
11.160,-,-,6.000,
11.170,-,-,6.000,
11.180,-,-,6.000,
11.190,-,-,6.000,
11.200,-,-,6.000,
11.210,-,-,6.000,
11.220,-,-,6.000,
11.230,-,-,6.000,
11.240,-,-,6.000,
11.250,-,-,6.000,
11.260,-,-,6.000,
11.270,-,-,6.000,
11.280,-,-,6.000,
11.290,-,-,6.000,
11.300,-,-,6.000,
11.310,-,-,6.000,
11.320,-,-,6.000,
11.330,-,-,6.000,
11.340,-,-,6.000,
11.350,-,-,6.000,
11.360,-,-,6.000,
11.370,-,-,6.000,
11.380,-,-,6.000,
11.390,-,-,6.000,
11.400,-,-,6.000,
11.410,-,-,6.000,
11.420,-,-,6.000,
11.430,-,-,6.000,
11.440,-,-,6.000,
11.450,-,-,6.000,
11.460,-,-,6.000,
11.470,-,-,6.000,
11.480,-,-,6.000,
11.490,-,-,6.000,
11.500,-,-,6.000,
11.510,-,-,6.000,
11.520,-,-,6.000,
11.530,-,-,6.000,
11.540,-,-,6.000,
11.550,-,-,6.000,
11.560,-,-,6.000,
11.570,-,-,6.000,
11.580,-,-,6.000,
11.590,-,-,6.000,
11.600,-,-,6.000,
11.610,-,-,6.000,
11.620,-,-,6.000,
11.630,-,-,6.000,
11.640,-,-,6.000,
11.650,-,-,6.000,
11.660,-,-,6.000,
